S.No	disease_name	microbe_scientific_name	tax_rank_name	microbe_ncbi_tax_id	experimental_method_name	samples_origin_name	relationship_name	subjects_number	subjects_group_one	subjects_group_two	mean_age_group_one	mean_age_group_two	males_number	females_number	group_one	group_two	disease_type_name	disease_subtype	disease_mesh_id	disease_mesh_heading	host_species_name	publication_PMID	publication_doi	publication_first_author	publication_corresponding_author_mail	publication_title	publication_journal	publication_year	comments	microbe_com_contaminant
4645	Ulcerative Colitis	Phascolarctobacterium	Genus	33024	16S rRNA sequencing	Stool	Decreased	53	23	30	46	41	27	26	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	31055592	10.12659/MSM.916009	Meiling Sun	bingrongliuzdyfy@163.com	Combined Signature of the Fecal Microbiome and Plasma Metabolome in Patients With Ulcerative Colitis	Medical Science Monitor: International Medical Journal of Experimental and Clinical Research	2019	Ulcerative colitis group consists of patients with active disease	false
4646	Ulcerative Colitis	Roseburia	Genus	841	16S rRNA sequencing	Stool	Decreased	55	25	30	47	41	23	32	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	31055592	10.12659/MSM.916009	Meiling Sun	bingrongliuzdyfy@163.com	Combined Signature of the Fecal Microbiome and Plasma Metabolome in Patients With Ulcerative Colitis	Medical Science Monitor: International Medical Journal of Experimental and Clinical Research	2019	Ulcerative colitis group consists of patients with inactive disease	false
4647	Ulcerative Colitis	Rothia	Genus	32207	16S rRNA sequencing	Stool	Increased	53	23	30	46	41	27	26	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	31055592	10.12659/MSM.916009	Meiling Sun	bingrongliuzdyfy@163.com	Combined Signature of the Fecal Microbiome and Plasma Metabolome in Patients With Ulcerative Colitis	Medical Science Monitor: International Medical Journal of Experimental and Clinical Research	2019	Ulcerative colitis group consists of patients with active disease	true
4648	Ulcerative Colitis	Subdoligranulum	Genus	292632	16S rRNA sequencing	Stool	Decreased	53	23	30	46	41	27	26	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	31055592	10.12659/MSM.916009	Meiling Sun	bingrongliuzdyfy@163.com	Combined Signature of the Fecal Microbiome and Plasma Metabolome in Patients With Ulcerative Colitis	Medical Science Monitor: International Medical Journal of Experimental and Clinical Research	2019	Ulcerative colitis group consists of patients with active disease	false
4649	Ulcerative Colitis	Sutterella	Genus	40544	16S rRNA sequencing	Stool	Increased	53	23	30	46	41	27	26	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	31055592	10.12659/MSM.916009	Meiling Sun	bingrongliuzdyfy@163.com	Combined Signature of the Fecal Microbiome and Plasma Metabolome in Patients With Ulcerative Colitis	Medical Science Monitor: International Medical Journal of Experimental and Clinical Research	2019	Ulcerative colitis group consists of patients with active disease	false
4650	Ulcerative Colitis	Turicibacter	Genus	191303	16S rRNA sequencing	Stool	Increased	53	23	30	46	41	27	26	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	31055592	10.12659/MSM.916009	Meiling Sun	bingrongliuzdyfy@163.com	Combined Signature of the Fecal Microbiome and Plasma Metabolome in Patients With Ulcerative Colitis	Medical Science Monitor: International Medical Journal of Experimental and Clinical Research	2019	Ulcerative colitis group consists of patients with active disease	false
4651	Alzheimer Disease	Blautia	Genus	572511	16S rRNA sequencing	Stool	Decreased	65	33	32	74.85	76.88	35	30	Alzheimer Disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D000544	Alzheimer Disease	Homo sapiens	31063846	10.1016/j.bbi.2019.05.008	Ping Liu	wangbaohongzju@zju.edu.cn	Altered Microbiomes Distinguish Alzheimer's Disease From Amnestic Mild Cognitive Impairment and Health in a Chinese Cohort	Brain, Behavior and Immunity	2019	All reads were deposited and grouped into operational taxonomic units (OTU) at a sequence identity of 97%	false
4652	Alzheimer Disease	Clostridia	Class	186801	16S rRNA sequencing	Stool	Decreased	65	33	32	74.85	76.88	35	30	Alzheimer Disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D000544	Alzheimer Disease	Homo sapiens	31063846	10.1016/j.bbi.2019.05.008	Ping Liu	wangbaohongzju@zju.edu.cn	Altered Microbiomes Distinguish Alzheimer's Disease From Amnestic Mild Cognitive Impairment and Health in a Chinese Cohort	Brain, Behavior and Immunity	2019	All reads were deposited and grouped into operational taxonomic units (OTU) at a sequence identity of 97%	false
4653	Alzheimer Disease	Clostridiaceae	Family	31979	16S rRNA sequencing	Stool	Decreased	65	33	32	74.85	76.88	35	30	Alzheimer Disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D000544	Alzheimer Disease	Homo sapiens	31063846	10.1016/j.bbi.2019.05.008	Ping Liu	wangbaohongzju@zju.edu.cn	Altered Microbiomes Distinguish Alzheimer's Disease From Amnestic Mild Cognitive Impairment and Health in a Chinese Cohort	Brain, Behavior and Immunity	2019	All reads were deposited and grouped into operational taxonomic units (OTU) at a sequence identity of 97%	false
4654	Alzheimer Disease	Clostridiales	Order	186802	16S rRNA sequencing	Stool	Decreased	65	33	32	74.85	76.88	35	30	Alzheimer Disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D000544	Alzheimer Disease	Homo sapiens	31063846	10.1016/j.bbi.2019.05.008	Ping Liu	wangbaohongzju@zju.edu.cn	Altered Microbiomes Distinguish Alzheimer's Disease From Amnestic Mild Cognitive Impairment and Health in a Chinese Cohort	Brain, Behavior and Immunity	2019	All reads were deposited and grouped into operational taxonomic units (OTU) at a sequence identity of 97%	false
4655	Alzheimer Disease	Enterobacterales	Order	91347	16S rRNA sequencing	Stool	Increased	65	33	32	74.85	76.88	35	30	Alzheimer Disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D000544	Alzheimer Disease	Homo sapiens	31063846	10.1016/j.bbi.2019.05.008	Ping Liu	wangbaohongzju@zju.edu.cn	Altered Microbiomes Distinguish Alzheimer's Disease From Amnestic Mild Cognitive Impairment and Health in a Chinese Cohort	Brain, Behavior and Immunity	2019	All reads were deposited and grouped into operational taxonomic units (OTU) at a sequence identity of 97%	false
4656	Alzheimer Disease	Enterobacteriaceae	Family	543	16S rRNA sequencing	Stool	Increased	65	33	32	74.85	76.88	35	30	Alzheimer Disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D000544	Alzheimer Disease	Homo sapiens	31063846	10.1016/j.bbi.2019.05.008	Ping Liu	wangbaohongzju@zju.edu.cn	Altered Microbiomes Distinguish Alzheimer's Disease From Amnestic Mild Cognitive Impairment and Health in a Chinese Cohort	Brain, Behavior and Immunity	2019	All reads were deposited and grouped into operational taxonomic units (OTU) at a sequence identity of 97%	false
4657	Alzheimer Disease	Firmicutes	Phylum	1239	16S rRNA sequencing	Stool	Decreased	65	33	32	74.85	76.88	35	30	Alzheimer Disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D000544	Alzheimer Disease	Homo sapiens	31063846	10.1016/j.bbi.2019.05.008	Ping Liu	wangbaohongzju@zju.edu.cn	Altered Microbiomes Distinguish Alzheimer's Disease From Amnestic Mild Cognitive Impairment and Health in a Chinese Cohort	Brain, Behavior and Immunity	2019	All reads were deposited and grouped into operational taxonomic units (OTU) at a sequence identity of 97%	false
4658	Alzheimer Disease	Gammaproteobacteria	Class	1236	16S rRNA sequencing	Stool	Increased	65	33	32	74.85	76.88	35	30	Alzheimer Disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D000544	Alzheimer Disease	Homo sapiens	31063846	10.1016/j.bbi.2019.05.008	Ping Liu	wangbaohongzju@zju.edu.cn	Altered Microbiomes Distinguish Alzheimer's Disease From Amnestic Mild Cognitive Impairment and Health in a Chinese Cohort	Brain, Behavior and Immunity	2019	All reads were deposited and grouped into operational taxonomic units (OTU) at a sequence identity of 97%	false
4659	Alzheimer Disease	Lachnospiraceae	Family	186803	16S rRNA sequencing	Stool	Decreased	65	33	32	74.85	76.88	35	30	Alzheimer Disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D000544	Alzheimer Disease	Homo sapiens	31063846	10.1016/j.bbi.2019.05.008	Ping Liu	wangbaohongzju@zju.edu.cn	Altered Microbiomes Distinguish Alzheimer's Disease From Amnestic Mild Cognitive Impairment and Health in a Chinese Cohort	Brain, Behavior and Immunity	2019	All reads were deposited and grouped into operational taxonomic units (OTU) at a sequence identity of 97%	false
4660	Alzheimer Disease	Proteobacteria	Phylum	1224	16S rRNA sequencing	Stool	Increased	65	33	32	74.85	76.88	35	30	Alzheimer Disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D000544	Alzheimer Disease	Homo sapiens	31063846	10.1016/j.bbi.2019.05.008	Ping Liu	wangbaohongzju@zju.edu.cn	Altered Microbiomes Distinguish Alzheimer's Disease From Amnestic Mild Cognitive Impairment and Health in a Chinese Cohort	Brain, Behavior and Immunity	2019	All reads were deposited and grouped into operational taxonomic units (OTU) at a sequence identity of 97%	false
4661	Alzheimer Disease	Ruminococcaceae	Family	541000	16S rRNA sequencing	Stool	Decreased	65	33	32	74.85	76.88	35	30	Alzheimer Disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D000544	Alzheimer Disease	Homo sapiens	31063846	10.1016/j.bbi.2019.05.008	Ping Liu	wangbaohongzju@zju.edu.cn	Altered Microbiomes Distinguish Alzheimer's Disease From Amnestic Mild Cognitive Impairment and Health in a Chinese Cohort	Brain, Behavior and Immunity	2019	All reads were deposited and grouped into operational taxonomic units (OTU) at a sequence identity of 97%	false
4662	Alzheimer Disease	Ruminococcus	Genus	1263	16S rRNA sequencing	Stool	Decreased	65	33	32	74.85	76.88	35	30	Alzheimer Disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D000544	Alzheimer Disease	Homo sapiens	31063846	10.1016/j.bbi.2019.05.008	Ping Liu	wangbaohongzju@zju.edu.cn	Altered Microbiomes Distinguish Alzheimer's Disease From Amnestic Mild Cognitive Impairment and Health in a Chinese Cohort	Brain, Behavior and Immunity	2019	All reads were deposited and grouped into operational taxonomic units (OTU) at a sequence identity of 97%	false
4663	Lung Neoplasms	Actinobacteria	Class	1760	16S rRNA sequencing	Stool	Decreased	60	30	30	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4664	Lung Neoplasms	Actinobacteria	Class	1760	16S rRNA sequencing	Stool	Decreased	60	30	30	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4665	Lung Neoplasms	Actinomyces	Genus	1654	16S rRNA sequencing	Stool	Increased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	true
4666	Lung Neoplasms	Actinomycetaceae	Family	2049	16S rRNA sequencing	Stool	Increased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4667	Lung Neoplasms	Actinomycetales	Order	2037	16S rRNA sequencing	Stool	Increased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4668	Lung Neoplasms	Adlercreutzia	Genus	447020	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4669	Lung Neoplasms	Alteromonadaceae	Family	72275	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4670	Lung Neoplasms	Alteromonadales	Order	135622	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4671	Lung Neoplasms	Alteromonas	Genus	226	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4672	Lung Neoplasms	Anaerobutyricum hallii	Species	39488	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4673	Lung Neoplasms	Anaerofustis	Genus	264995	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4674	Lung Neoplasms	Atopobium	Genus	1380	16S rRNA sequencing	Stool	Increased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	true
4675	Lung Neoplasms	Bifidobacteriaceae	Family	31953	16S rRNA sequencing	Stool	Decreased	60	30	30	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4676	Lung Neoplasms	Bifidobacteriales	Order	85004	16S rRNA sequencing	Stool	Decreased	60	30	30	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4677	Lung Neoplasms	Bifidobacterium	Genus	1678	16S rRNA sequencing	Stool	Decreased	60	30	30	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4678	Lung Neoplasms	Clostridiaceae	Family	31979	16S rRNA sequencing	Stool	Decreased	60	30	32	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4679	Lung Neoplasms	Clostridium	Genus	1485	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	true
4680	Lung Neoplasms	Collinsella	Genus	102106	16S rRNA sequencing	Stool	Decreased	60	30	31	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4681	Lung Neoplasms	Coprobacter	Genus	1348911	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4682	Lung Neoplasms	Coriobacteriaceae	Family	84107	16S rRNA sequencing	Stool	Decreased	60	30	30	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4683	Lung Neoplasms	Coriobacteriales	Order	84999	16S rRNA sequencing	Stool	Decreased	60	30	30	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4684	Lung Neoplasms	Dorea	Genus	189330	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4685	Lung Neoplasms	Enterobacteriaceae	Family	543	16S rRNA sequencing	Stool	Increased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4686	Lung Neoplasms	Enterococcus	Genus	1350	16S rRNA sequencing	Stool	Increased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	true
4687	Lung Neoplasms	Erysipelotrichaceae	Family	128827	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4688	Lung Neoplasms	Eubacterium ruminantium	Species	42322	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4689	Lung Neoplasms	Holdemania	Genus	61170	16S rRNA sequencing	Stool	Increased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4690	Lung Neoplasms	Intestinimonas	Genus	1392389	16S rRNA sequencing	Stool	Increased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4691	Lung Neoplasms	Lachnospira	Genus	28050	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4692	Lung Neoplasms	Lachnospiraceae	Family	186803	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4693	Lung Neoplasms	Lentibacillus	Genus	175304	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4694	Lung Neoplasms	Macrococcus	Genus	69965	16S rRNA sequencing	Stool	Increased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4695	Lung Neoplasms	Moryella	Genus	437755	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4696	Lung Neoplasms	Peptoniphilus	Genus	162289	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4697	Lung Neoplasms	Peptostreptococcaceae	Family	186804	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4698	Lung Neoplasms	Peptostreptococcus	Genus	1257	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4699	Lung Neoplasms	Pseudobutyrivibrio	Genus	46205	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4700	Lung Neoplasms	Raoultella	Genus	160674	16S rRNA sequencing	Stool	Increased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4701	Lung Neoplasms	Ruminiclostridium	Genus	1508657	16S rRNA sequencing	Stool	Decreased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
4702	Lung Neoplasms	Staphylococcaceae	Family	90964	16S rRNA sequencing	Stool	Increased	60	30	33	61	50	22	38	Lung Cancer	Healthy Controls	Cancers	undefined	MESH:D008175	Lung neoplasms	Homo sapiens	31065547	10.3389/fcimb.2019.00112	He Zhuang	slliu@hrbmu.edu.cn	Dysbiosis of the Gut Microbiome in Lung Cancer	Frontiers in Cellular and Infection Microbiology	2019	LEfSe analysis	false
