Study,Link (Use DOI or Title if missing),DOI,Title,Year,Country,Continent,SequencingType,PublicationJournal,Disease,AlphaDirection,BetaSeparation,"KeyTaxa_Enriched ↑ (Taxa1, Taxa2, etc.)",KeyTaxa_Depleted ↓,Differential Abundance Test (try Ctrl F for these),TaxaExtractionSource (Should be Main Text unless there is nothing listed),Tags (skip),Contributor,Notes,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
LinLin2025,https://pubmed.ncbi.nlm.nih.gov/40606636/,10.3389/fcimb.2025.1594152,Anxiety-related gut microbiota alterations in Parkinson's disease: distinct associations compared to healthy individuals.,2025,Taiwan,Asia,16S,Frontiers in cellular and infection microbiology,Parkinson’s disease (PD),No Difference,Differing B/w Subgroups,"PD-Anxious: Ruminococcaceae, Bacteroides intestinalis ",PD-Anxious: Escherichia-Shigella,Linear (e.g. MaAsLin),Main Text,gradient/subtypes;confounding disease,Jason A. Rothman,,,,,,,,,,
MazziniMogna2018,https://pubmed.ncbi.nlm.nih.gov/29782468/,10.1097/MCG.0000000000001042,Potential Role of Gut Microbiota in ALS Pathogenesis and Possible Novel Therapeutic Strategies.,2018,Italy,Europe,,Journal of clinical gastroenterology,Amyotrophic lateral sclerosis (ALS),,,,,,Main Text,intervention,Jason A. Rothman,"This is a presentation abstract, not a paper.",,,,,,,,,
ZhangYue2020,https://pubmed.ncbi.nlm.nih.gov/33099131/,10.1016/j.parkreldis.2020.10.034,Altered gut microbiota in Parkinson's disease patients/healthy spouses and its association with clinical features.,2020,China,Asia,16S,Parkinsonism & related disorders,Parkinson’s disease (PD),Increase,Yes,"Firmicutes, Actinobacteria, Verrucomicrobia","Bacteroidetes, Fusobacteria",LEfSe (LDA),Main Text,,Jake Castillo,,,,,,,,,,
ZhangMa2022,https://pubmed.ncbi.nlm.nih.gov/35599486/,10.3233/JAD-220101,Crosstalk Between Gut Microflora and Vitamin D Receptor SNPs Are Associated with the Risk of Amnestic Mild Cognitive Impairment in a Chinese Elderly Population.,2022,China,Asia,16S,Journal of Alzheimer's disease : JAD,Alzheimer’s disease (AD),Differing B/w Subgroups,Differing B/w Subgroups,"Agathobacter, Catabacter, butyrate_producing_baterium_A2_175, TM7_phylum_sp_oral_clone_HD027, and Actinobateria",Aeromonadales,LEfSe (LDA),Main Text,,Jake Castillo,,,,,,,,,,
LinChen2019,https://pubmed.ncbi.nlm.nih.gov/31248424/,10.1186/s12974-019-1528-y,Altered gut microbiota and inflammatory cytokine responses in patients with Parkinson's disease.,2019,Taiwan,Asia,16S,Journal of neuroinflammation,Parkinson’s disease (PD),Increase,Yes,"Parabacteroides, Verrucomicrobia, Akkermansia, Veillonella, Odoribacter, Mucispirillum, Bilophila, Enterococcus, Lactobacillus",Prevotella,LEfSe (LDA),Main Text,,Jake Castillo,,,,,,,,,,
NiTong2025,https://pubmed.ncbi.nlm.nih.gov/39134825/,10.1007/s12035-024-04370-7,Gut Microbiota-Induced Modulation of the Central Nervous System Function in Parkinson's Disease Through the Gut-Brain Axis and Short-Chain Fatty Acids.,2025,China,Asia,16S,Molecular neurobiology,Parkinson’s disease (PD),Increase,Yes,"Bacteroidales, Bacteroidia, Phocaeicola, Faecalimonas, Alistipes, Rikenellaceae","Escherichia_Shigella, Enterobacter, Entero- bacteriaceae, Enterobacterales, Gammaproteobacteria, Proteobacteria",LEfSe (LDA),Main Text,,Jake Castillo,,,,,,,,,,
YildirimNalbantoglu2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC8823292/,10.1128/msystems.00004-22,Stratification of the Gut Microbiota Composition Landscape across the Alzheimer's Disease Continuum in a Turkish Cohort,2022,Turkey,Middle East,16S,mSystems,"Alzheimer’s disease (AD), Dementia",Increase,Yes,Bacteroides; Escherichia-Shigella; Enterococcus; Klebsiella; Akkermansia,,,Main Text,,Emily Song,,,,,,,,,,
BaldiniHertel2020,https://doi.org/10.1186/s12915-020-00775-7,10.1186/s12915-020-00775-7,Parkinson’s disease-associated alterations of the gut microbiome predict disease-relevant changes in metabolic functions,2020,Luxembourg,Europe,16S,BMC Biology,Parkinson’s disease (PD),No Difference,Yes,Anaerotruncus colihominis (FDR<0.05); Christensenella minuta (FDR<0.05); Lactobacillus (FDR<0.05); Streptococcus (FDR<0.05); Akkermansia muciniphila (FDR<0.05); Bilophila (FDR<0.05); Ruminococcus bromii (FDR<0.05); Ruminococcus torques (FDR<0.05); Roseburia intestinalis (FDR<0.05),Turicibacter sanguinis (FDR<0.05),,Main Text,,Fnu Babita,,,,,,,,,,
XiDing2021,https://pubmed.ncbi.nlm.nih.gov/34384375/,10.1186/s12866-021-02286-z,Disturbed microbial ecology in Alzheimer's disease: evidence from the gut microbiota and fecal metabolome.,2021,China,Asia,16S,BMC microbiology,Alzheimer’s disease (AD),No Difference,Yes,"Agathobacter,  unclassified_f_Lach- nospiraceae, Eubacterium_ventriosum_group, Lachnospiraceae_NC2004, Lachnospiraceae_NC2004, Faecalibacterium,   Ruminococca- ceae_UCG-007, Alloprevotella, Atopobium, Parvimonas, Cloacibacillus, Solobacterium, Pseudomonas ","Tyzzerella, Erysipelatoclostridium",LEfSe (LDA),Main Text,,Jake Castillo,,,,,,,,,,
SepúlvedaRiveraOlivieriHenry2025,https://pubmed.ncbi.nlm.nih.gov/40764790/,10.1038/s41598-025-13262-2,Gut microbiota distinguishes aging hispanics with Alzheimer's disease: associations with cognitive impairment and severity.,2025,Puerto Rico,North America,16S,Scientific reports,Alzheimer’s disease (AD),No Difference,No,"Eggerthella, Holdemanella","Faecalibacterium, Bacteroides, Dialister","LEfSe (LDA), Linear (e.g. MaAsLin)",Main Text,,Jake Castillo,,,,,,,,,,
MertsalmiAho2017,https://pubmed.ncbi.nlm.nih.gov/28891262/,10.1111/ene.13398,More than constipation - bowel symptoms in Parkinson's disease and their connection to gut microbiota.,2017,Finland,Europe,16S,European journal of neurology,Parkinson’s disease (PD),Not Reported,Not reported,None,None,DESeq,Main Text,,Jake Castillo,"Says Prevotella and Bacterioids are less abuntant in IBS+ PD patients against IBS= PD pateints, but nothing  looking at PD versus control group",,,,,,,,,
DelGrassini2020,https://pubmed.ncbi.nlm.nih.gov/33085540/,10.2217/fmb-2019-0336,The impact of intestinal microbiota on weight loss in Parkinson's disease patients: a pilot study.,2020,Italy,Europe,16S,Future microbiology,Parkinson’s disease (PD),Not Reported,Not reported,"Proteobacteria, Oxalobacteraceae","Clostridiaceae, Tissierellaceae, Prevotellaceae, Desulfotomaculum, Atopobium, Planococcaceae, Granulicatella, Staphylococcaceae, Roseburia, Paraprevotellaceae, Bifidobacterium pseudolongum, Lachnospiraceae",LEfSe (LDA),Main Text,,Jake Castillo,,,,,,,,,,
YuWan2024,https://pubmed.ncbi.nlm.nih.gov/38529601/,10.2174/0115672050303878240319054149,Disruptions of Gut Microbiota are Associated with Cognitive Deficit of Preclinical Alzheimer's Disease: A Cross-Sectional Study.,2024,China,Asia,Other,Current Alzheimer research,"Alzheimer’s disease (AD), Dementia",Decrease,Not reported,"Bacteroides ovatus, Bifidobacterium adolescentis",Roseburia inulinivorans,Other,Main Text,,Jake Castillo,,,,,,,,,,
VilletteNovikova2025,https://pubmed.ncbi.nlm.nih.gov/40707492/,10.1038/s41522-025-00780-0,Human gut microbiome gene co-expression network reveals a loss in taxonomic and functional diversity in Parkinson's disease.,2025,Luxembourg,Europe,Shotgun,NPJ biofilms and microbiomes,Parkinson’s disease (PD),Decrease,Yes,None,"Blautia, Roseburia, Faecalibacterium and Anaerobutyricum",DESeq,Main Text,,Jake Castillo,,,,,,,,,,
DiBozzi2020,https://pubmed.ncbi.nlm.nih.gov/32546239/,10.1186/s12916-020-01607-9,A prospective longitudinal study on the microbiota composition in amyotrophic lateral sclerosis.,2020,Italy,Europe,16S,BMC medicine,Amyotrophic lateral sclerosis (ALS),Decrease,Yes,"Clostridiales Family XI, E. Coli, Enterobacteriaceae","Clostridiaceae 1, Clostridium cluster 1, yeast",Other,Main Text,intervention,Jake Castillo,,,,,,,,,,
JumaylaweeKomijani2025,https://pubmed.ncbi.nlm.nih.gov/39742897/,10.1016/j.micpath.2024.107269,The interplay of gut microbiota and heavy metals in multiple sclerosis patients.,2021,Iran,Middle East,16S,Microbial pathogenesis,Multiple sclerosis (MS),Increase,Yes,"Ruminococcaceae, Verrumicorbiaceae, Lachnospiraceae",None,Other,Main Text,,Jake Castillo,,,,,,,,,,
WuHan2021,https://pubmed.ncbi.nlm.nih.gov/33466861/,10.3390/nu13010228,Altered Gut Microbial Metabolites in Amnestic Mild Cognitive Impairment and Alzheimer's Disease: Signals in Host-Microbe Interplay.,2021,China,Asia,,Nutrients,"Alzheimer’s disease (AD), Dementia",Not Reported,Not reported,None,None,,Main Text,,Jake Castillo,Looking at metabolites,,,,,,,,,
PapićRački2025,https://pubmed.ncbi.nlm.nih.gov/40824914/,10.1371/journal.pone.0328761,Microbial diversity in drug-naïve Parkinson's disease patients.,2025,Croatia,Europe,16S,PloS one,Parkinson’s disease (PD),No Difference,No,"Bacteroides fluxus, B. interstinalis, B. eggerthii, Dielma fastidiosa","Alistipes, Barnesiella, Dialister spp",DESeq,Main Text,,Jake Castillo,,,,,,,,,,
HerkenBang2019,https://pubmed.ncbi.nlm.nih.gov/31624178/,10.1212/NXI.0000000000000632,Normal gut microbiome in NMDA receptor encephalitis.,2019,Germany,Europe,16S,Neurology(R) neuroimmunology & neuroinflammation,Other,No Difference,No,None,None,Other,Main Text,,Jake Castillo,,,,,,,,,,
JeongHuang2022,https://pubmed.ncbi.nlm.nih.gov/35431236/,10.3233/JAD-215090,Cognitive Function Associated with Gut Microbial Abundance in Sucrose and S-Adenosyl-L-Methionine (SAMe) Metabolic Pathways.,2022,United States,North America,Both,Journal of Alzheimer's disease : JAD,"Alzheimer’s disease (AD), Dementia",Increase,Yes,"Actinobacteria, Firmicutes, c_Negativicutes, o_Selenomonadales, f_Eubacteriaceae)","Acidobacteria, Bacteriodetes, c_Bacteroidia, o_Bacteroidales","LEfSe (LDA), DESeq, Linear (e.g. MaAsLin), Other",Main Text,,Jake Castillo,,,,,,,,,,
ChenChen2022,https://pubmed.ncbi.nlm.nih.gov/35342048/,10.3233/JPD-223179,Alteration of Gut Microbial Metabolites in the Systemic Circulation of Patients with Parkinson's Disease.,2022,Taiwan,Asia,Shotgun,Journal of Parkinson's disease,Parkinson’s disease (PD),Not Reported,Not reported,None,None,,Main Text,,Jake Castillo,,,,,,,,,,
UbedaVázquezCarretero2022,https://pubmed.ncbi.nlm.nih.gov/36614151/,10.3390/ijms24010707,Fecal Volatile Organic Compounds and Microbiota Associated with the Progression of Cognitive Impairment in Alzheimer's Disease.,2022,Spain,Europe,16S,International journal of molecular sciences,"Alzheimer’s disease (AD), Dementia",Differing B/w Subgroups,Not reported,"Faecalibacterium, Lachnoclostridium, Peptococcus ,Ruminococcus, Blautia","Clostridium, Coprococcus",Other,Main Text,,Jake Castillo,,,,,,,,,,
ChristopherMorgan2025,https://pubmed.ncbi.nlm.nih.gov/40362907/,10.3390/nu17091597,"Specific Bacterial Taxa and Their Metabolite, DHPS, May Be Linked to Gut Dyshomeostasis in Patients with Alzheimer's Disease, Parkinson's Disease, and Amyotrophic Lateral Sclerosis.",2025,United States,North America,16S,Nutrients,"Amyotrophic lateral sclerosis (ALS), Alzheimer’s disease (AD), Parkinson’s disease (PD)",Differing B/w Subgroups,Not reported,"Desulfovibrio, Eubacterium, Akkermansia, Paludicola, Sellimonas, and Enterococcus ",Enterococcus,Other,Main Text,,Jake Castillo,,,,,,,,,,
LiuDuan2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9259038/,10.1097/sla.0000000000005489,Orthopedic Surgery Causes Gut Microbiome Dysbiosis and Intestinal Barrier Dysfunction in Prodromal Alzheimer Disease Patients,2022,China,Asia,16S,Annals of Surgery,Alzheimer’s disease (AD),,Yes,Bacteroidaceae; Enterobacteriaceae; Acidaminococcaceae,Butyricicoccaceae; Christensenellaceae; Butyricicoccus; Christensenellaceae_R-7_group; Lachnospiraceae; Lachnospiraceae_UCG-010; Subdoligranulum; Fusicatenibacter; Dorea; Lachnospira,Other,Main Text,intervention,Fnu Babita,,,,,,,,,,
SajiNiida2019,https://pubmed.ncbi.nlm.nih.gov/30700769/,10.1038/s41598-018-38218-7,Analysis of the relationship between the gut microbiome and dementia: a cross-sectional study conducted in Japan.,2019,Japan,Asia,16S,Scientific reports,Dementia,Increase,Yes,enterotype III,"enterotype I, Bacteriodes",Other,Main Text,,Jake Castillo,,,,,,,,,,
TakewakiSuda2020,https://pubmed.ncbi.nlm.nih.gov/32839304/,10.1073/pnas.2011703117,Alterations of the gut ecological and functional microenvironment in different stages of multiple sclerosis.,2020,United States,North America,Both,Proceedings of the National Academy of Sciences of the United States of America,Multiple sclerosis (MS),No Difference,Yes,"Multiple sclerosis (MS): Akkermansia muciniphila, Bifidobacterium, Streptococcus","Multiple sclerosis (MS): Eubacterium rectale, Megamonas, Megamonas funiformis, Clostridia IV, Clostridia XIVa",Other,Main Text,,Tyler Myers,,,,,,,,,,
ShengLin2021,https://pubmed.ncbi.nlm.nih.gov/34024839/,10.3233/JAD-210259,Altered Gut Microbiota in Adults with Subjective Cognitive Decline: The SILCODE Study.,2021,Canada,North America,16S,Journal of Alzheimer's disease : JAD,"Alzheimer’s disease (AD), Dementia",Differing B/w Subgroups,Yes,"Cognative Impairment (CI): None, Subjective Cognative Decline (SCD):Lachnospiraceae","Cognative Impairment (CI): None, Subjective Cognative Decline (SCD):Lachnospiraceae",LEfSe (LDA),Main Text,,Tyler Myers,,,,,,,,,,
GungorAdiguzel2016,https://pubmed.ncbi.nlm.nih.gov/26752409/,10.1371/journal.pone.0145878,Intestinal Microbiota in Patients with Spinal Cord Injury.,2016,Turkey,Middle East,16S,PloS one,"Amyotrophic lateral sclerosis (ALS), Spinal cord injury (SCI)",No Difference,Not reported,None,"Spinal cord injury (SCI): Pseudobutyrivibrio, Dialister, Megamonas, Roseburia",Other,Main Text,,Tyler Myers,,,,,,,,,,
HeintzBuschartPandey2018,https://pubmed.ncbi.nlm.nih.gov/28843021/,10.1002/mds.27105,The nasal and gut microbiome in Parkinson's disease and idiopathic rapid eye movement sleep behavior disorder.,2018,Luxembourg,Europe,Both,Movement disorders : official journal of the Movement Disorder Society,Parkinson’s disease (PD),Not Reported,Yes,"Parkinson’s disease (PD): Akkermansia, Akkermansia muciniphila",None,"DESeq, ANCOM",Main Text,,Tyler Myers,,,,,,,,,,
LiuWu2019,https://pubmed.ncbi.nlm.nih.gov/31063846/,10.1016/j.bbi.2019.05.008,Altered microbiomes distinguish Alzheimer's disease from amnestic mild cognitive impairment and health in a Chinese cohort.,2019,China,Asia,16S,"Brain, behavior, and immunity","Alzheimer’s disease (AD), Dementia",Differing B/w Subgroups,Yes,"Alzheimer’s disease (AD): Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae","Alzheimer’s disease (AD): Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae",Other,Main Text,,Tyler Myers,,,,,,,,,,
LiWang2019,https://pubmed.ncbi.nlm.nih.gov/31200089/,10.1016/j.neulet.2019.134297,Alteration of the fecal microbiota in North-Eastern Han Chinese population with sporadic Parkinson's disease.,2019,China,Asia,16S,Neuroscience letters,Parkinson’s disease (PD),Not Reported,Yes,"Parkinson’s disease (PD): Ruminococcaceae, Verrucomicrobiaceae, Porphyromondaceae, Hydrogenoanaerobacterium, Lachnospiraceae NK4A","Parkinson’s disease (PD): Bacteroides, Prevotellaceae",Other,Main Text,,Tyler Myers,,,,,,,,,,
ZhaiZheng2019,https://pubmed.ncbi.nlm.nih.gov/31306225/,10.1097/CM9.0000000000000351,Intestinal microbiota composition in patients with amyotrophic lateral sclerosis: establishment of bacterial and archaeal communities analyses.,2019,China,Asia,16S,Chinese medical journal,Amyotrophic lateral sclerosis (ALS),Decrease,Not reported,Amyotrophic lateral sclerosis (ALS): Methanobrevibacter,"Amyotrophic lateral sclerosis (ALS): Faecalibacterium, Bacteroides",Other,Main Text,,Tyler Myers,,,,,,,,,,
BeckerSchmartz2022,https://pubmed.ncbi.nlm.nih.gov/34839011/,10.1016/j.gpb.2021.08.009,"Effects of Resistant Starch on Symptoms, Fecal Markers, and Gut Microbiota in Parkinson's Disease - The RESISTA-PD Trial.",2022,Germany,Europe,Shotgun,"Genomics, proteomics & bioinformatics",Parkinson’s disease (PD),No Difference,Yes,None,"Parkinson’s disease (PD): Lachnospiraceae incertae sedis, Faecalibacterium prausnitzii",Other,Main Text,intervention,Tyler Myers,,,,,,,,,,
GongLiu2019,https://pubmed.ncbi.nlm.nih.gov/31448571/,10.1002/acn3.50874,Alterations in the human gut microbiome in anti-N-methyl-D-aspartate receptor encephalitis.,2019,United States,North America,16S,Annals of clinical and translational neurology,Other,Decrease,Yes,"anti-NMDAR encephalitis: Prevotella, Streptophyta, Lactobacillaceae, Lactobacillus, Gemellaceae, Gemellales, Peptostreptococcaceae, Coriobacteriaceae, Coriobacteriales, Actinomyces, Actinomycetaceae","anti-NMDAR encephalitis: Bacteroides, Oceanospirillales, Halomonas, Halomonadaceae, Butyricimonas, Odoribacteraceae, Coprococcus, Porphyromonadaceae, Parabacteroides, Faecalibacterium, Ruminococcaceae",LEfSe (LDA),Main Text,gradient/subtypes,Tyler Myers,,,,,,,,,,
ZhuMa2022,https://pubmed.ncbi.nlm.nih.gov/36235612/,10.3390/nu14193959,Altered Gut Microbiota and Its Clinical Relevance in Mild Cognitive Impairment and Alzheimer's Disease: Shanghai Aging Study and Shanghai Memory Study.,2022,China,Asia,16S,Nutrients,"Alzheimer’s disease (AD), Dementia",No Difference,No,"Alzheimer’s disease (AD): Erysipelatoclostridiaceae, Erysipelotrichales, Patescibacteria, Saccharimonadales, Saccharimonadia",None,LEfSe (LDA),Main Text,,Tyler Myers,,,,,,,,,,
KimSon2022,https://pubmed.ncbi.nlm.nih.gov/35189854/,10.1186/s12883-022-02586-5,"Gut- and oral-dysbiosis differentially impact spinal- and bulbar-onset ALS, predicting ALS severity and potentially determining the location of disease onset.",2022,United States,North America,16S,BMC neurology,Amyotrophic lateral sclerosis (ALS),Differing B/w Subgroups,Differing B/w Subgroups,"Spinal-onset ALS: Firmicutes, Fusobacteria",Spinal-onset ALS: Bacteroidetes,Other,Main Text,,Tyler Myers,,,,,,,,,,
ShengYang2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC8843023/,10.1186/s13195-022-00977-x,Combination of gut microbiota and plasma amyloid-β as a potential index for identifying preclinical Alzheimer’s disease: a cross-sectional analysis from the SILCODE study,2022,China,Asia,16S,Alzheimer's Research & Therapy,"Alzheimer’s disease (AD), Dementia",,Mixed,Bacteroidetes; Bacteroidia; Bacteroidales,Firmicutes; Clostridia; Clostridiales; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Lachnospiraceae; Faecalibacterium,,Main Text,,Emily Song,,,,,,,,,,
GoreckaMazurKrygowskaWajs2024,https://pubmed.ncbi.nlm.nih.gov/38873926/,10.1111/nmo.14846,Associations between gut microbiota characteristics and non-motor symptoms following pharmacological and surgical treatments in Parkinson's disease patients.,2024,Poland,Europe,16S,Neurogastroenterology and motility,Parkinson’s disease (PD),Increase,Yes,"Parkinson’s disease (PD): Desulfovibrio, Oxalobacter, Catabacteriaceae, Odoribacteraceae, Negativicutes","Parkinson’s disease (PD): Desulfovibrio, Oxalobacter, Catabacteriaceae, Odoribacteraceae, Negativicutes",Other,Main Text,intervention,Tyler Myers,,,,,,,,,,
